i_dblp,j_sch,dblp_id,sch_id
1793,48967,conf/sigmod/AgrawalCFGHIIMMSS94,r1um7d3ckAYJ
580,4422,conf/sigmod/YanMHF01,1oPwJtMfBuwJ
2334,46847,journals/vldb/HaasCLS97,naUCkadkOekJ
413,23907,conf/sigmod/LiuFP03,cKKHeD869ToJ
1649,40328,conf/sigmod/BilirisDGJR94,MxYiwR2f9UYJ
2159,62307,conf/vldb/LimWPVP02,WjISFu-6XJoJ
1106,57836,conf/sigmod/CluetDSS98,q9yRMEgjLOAJ
1960,4003,conf/vldb/GalanisWJD03,N4qwPziMQV8J
1945,30298,conf/vldb/YuAA03,ywTHFsu8-cMJ
1448,10244,conf/sigmod/RossSS96,oI1YKQOYb9kJ
1055,30729,conf/sigmod/WhiteCF98,WKmd4cXDK_sJ
945,60362,conf/sigmod/ChaudhuriMN99,MdwCZg0RBHYJ
1165,20509,conf/sigmod/BaumannDFRW98,k3WA-AE7Sh4J
1524,60978,conf/vldb/BraumandlCK98,5BK4tIRJ3wwJ
707,58504,conf/sigmod/AggarwalY00,lTTSC53HiE0J
1570,15310,conf/vldb/AbiteboulAAACHHMMMMSTV99,JZ7lTZkqxEUJ
528,41765,conf/sigmod/ZhangMCMR02,15Xnu2VYNAQJ
2055,17045,conf/vldb/HristidisP02,B2rShDD99xwJ
458,45907,conf/sigmod/ChaudhuriGN02,AiXOfJPvvpUJ
535,4248,conf/sigmod/ChenRW02,uVposQ8rUNQJ
622,64031,conf/sigmod/TatarinovIHW01,NoN45RU6c9kJ
1080,16614,conf/sigmod/KotidisR98,ewsBMN0qVa4J
991,62585,conf/sigmod/AcharyaGPR99,smzeHDQ3zbMJ
1487,12050,conf/sigmod/FaloutsosL95,MxkjWOlLhlYJ
1216,62703,conf/vldb/BonifatiCDS01,2_VG_VUkHH8J
1382,32413,conf/sigmod/SrikantA96,O4UcgdEM7vYJ
852,23553,conf/sigmod/HsuLG00,4qR7sjsm8xgJ
2027,27455,conf/vldb/HammadFAE03,Y385z1Dxp84J
732,7421,conf/sigmod/AcharyaGP00,nPZNlB8z-fgJ
1374,27799,conf/vldb/McHughW99,url:http://portal.acm.org/citation.cfm%3Fid%3D645924
1539,34282,conf/vldb/NipplM98,g-zpzYjVMI8J
1019,42160,conf/sigmod/GarofalakisRRS99,Iom_VGC_DO8J
904,33542,conf/sigmod/GehrkeGRL99,url:http://portal.acm.org/citation.cfm%3Fid%3D335216
2064,59013,conf/vldb/LakshmananPH02,rLJSEgt6UbMJ
1449,22496,conf/vldb/KnorrN99,J7mY8RlpTKMJ
1777,36325,conf/vldb/CareyD96,5HV8kccLoZ4J
1733,15839,conf/vldb/GyssensL97,IJyunaAcul8J
834,33712,journals/sigmod/LeeCL95,bE9NgyKXDBAJ
1506,16614,conf/vldb/RiedelGF98,ewsBMN0qVa4J
1984,19622,conf/vldb/WangSG03,brHr940q4pAJ
2030,30355,conf/vldb/HeMYW03,s3bawcAka-EJ
413,7826,conf/sigmod/LiuFP03,qqKIOKQQsUEJ
1487,28615,conf/sigmod/FaloutsosL95,oluSx3cC9tsJ
252,19212,conf/sigmod/AgrawalES03,OqO-ZxObnjgJ
1406,25243,conf/vldb/TanGO99,BHyltyu1-nUJ
719,3402,journals/sigmod/Qian96b,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245909%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
2029,18052,conf/vldb/JiangWL03,INw18W_dVVgJ
518,22337,conf/sigmod/PossSKL02,55oRlAWCQ4kJ
1174,8678,conf/sigmod/KiepuszewskiMO98,909hLNR8130J
573,42423,conf/sigmod/HernandezMHYHT01,nGQgEQD4y9UJ
588,5548,journals/sigmod/KoksalAD98,c2UQ3AM5_f8J
660,18256,conf/sigmod/BohannonMR01,S6PWjHRFORYJ
1841,56847,conf/vldb/HuangJR97,GAUKqjHbqQsJ
2334,31116,journals/vldb/HaasCLS97,slxJA5rAVaMJ
1747,36274,conf/sigmod/Melling94,j4O-xhs1QAgJ
1400,54660,conf/sigmod/BrownCL96,sP5LCmJNjo4J
792,24976,conf/sigmod/LeeKOTM00,LMmJh-QpKlEJ
1367,54712,conf/vldb/JagadishLS99,urJB0KxMkvMJ
829,3166,journals/sigmod/RisheSBDOALOSS95,tBL3dkJe0jwJ
2011,103,conf/vldb/TengCY03,eFF15B-MYzoJ
1246,18730,conf/sigmod/HoAMS97,v7i1i5y_nHgJ
2215,16148,journals/vldb/ChuaCL03,xmZ0b0yNt_0J
2010,55343,conf/vldb/AggarwalHWY03,_6YHumsNwXsJ
642,9167,journals/sigmod/TsotrasK96,J2bqhSjAeb8J
2030,54275,conf/vldb/HeMYW03,2idq2KOD-nYJ
2046,97,conf/vldb/KornMZ03,LU7BfMnARgYJ
2255,6098,journals/tods/LiC01,VfKOqNP73HYJ
1338,37917,conf/vldb/WangHH00,jXxjB08qsTsJ
1154,55543,conf/sigmod/ChenWZ98,GgMyAGZsyr4J
1032,2155,conf/vldb/MignetMAC01,VCiXh8qcrIMJ
1038,13489,conf/vldb/AksoyZF01,2fO9nM2FoGYJ
408,51000,conf/sigmod/LarsonG03,iq4VqDnLewsJ
1526,6073,conf/vldb/MiloZ98,a7XtgKiAJFMJ
1560,60368,conf/sigmod/ChaudhuriDY95,ClO4zHQ7RYsJ
2468,17883,journals/vldb/RamakrishnanSSS94,fWuukTN4Sr0J
1612,30730,conf/sigmod/ShklarSKT95,h_g4xOpUq6wJ
792,42480,conf/sigmod/LeeKOTM00,n7KsDSYuIvgJ
969,39898,conf/vldb/AgrawalSX01,Nn0x6RmkrVwJ
1182,47361,conf/sigmod/AcharyaFZ97,Pka5Bod-rr4J
498,22785,conf/sigmod/RamanH02,7b-nJDMGtwUJ
535,34718,conf/sigmod/ChenRW02,05ShsIGjnKkJ
1000,61842,conf/sigmod/ChangG99,bjrf8PuBUy0J
112,58936,journals/sigmod/HuangKL02,DR5NB6eY72cJ
1853,17206,conf/vldb/GarofalakisI97,aCvCz2wg854J
2222,63089,journals/vldb/MedjahedBE03,nQsk3GveFP0J
1739,5026,conf/vldb/AcharyaFZ96,5Cj9Wx8llkwJ
1434,1946,conf/sigmod/QuassWGHLMNRRAUW96,Fyek_kCB-qkJ
1194,53198,conf/vldb/OoiYTJ01,GtXc02EJjCgJ
1414,59388,conf/vldb/JagadishMN99,700C5MA6pgQJ
2440,27704,journals/vldb/LandauST95,bvFRYOianJUJ
835,15358,conf/sigmod/AgrawalS00,4O5JTAQZf7IJ
2234,8388,journals/tods/ChrysanthisR94,uifEIWmDYckJ
415,60815,journals/sigmod/SmithO99,H99kcvMNSPIJ
1709,52331,conf/vldb/ArunJ98,RufEbUPZNbYJ
1064,134,conf/sigmod/NgLHP98,Mqg5svJwsCoJ
2010,7182,conf/vldb/AggarwalHWY03,eOTkoLDux4wJ
2096,2038,conf/vldb/AgrawalSX02,QKlyEeIFW24J
2117,27990,conf/vldb/ShashaB02,DEl2TsijDYEJ
798,38861,conf/sigmod/BarclaySG00,WA5b_zmOzg0J
568,54614,conf/sigmod/HanPLJ01,Q4yWN3TbOFAJ
1576,11047,conf/vldb/GibsonKR98,9FBwT6XFOssJ
1945,63346,conf/vldb/YuAA03,ZjIllDHwkSoJ
2030,637,conf/vldb/HeMYW03,n85SwXicWVgJ
2096,28052,conf/vldb/AgrawalSX02,SBpUQ0L7KUgJ
1153,54486,conf/sigmod/LiYVGPUV98,fOQEOEdh-mcJ
2385,12879,journals/vldb/CuiW03,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DA063201349AH
687,40161,conf/sigmod/KeoghCMP01,7P1LlDStRGYJ
2096,44267,conf/vldb/AgrawalSX02,zb_8GxDPOMYJ
209,26573,journals/sigmod/TianDCZ02,url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://els/13891286/2001/00000037/00000003/art00192%26unc%3D
1305,23766,conf/vldb/JohnsonA00,1n7AY641YyAJ
2035,12500,conf/vldb/LuoNEW03,I9yYVzi8DB4J
567,7033,conf/sigmod/LeeWMS01,rpZaDUsLS5MJ
766,12346,conf/sigmod/LakhamrajuRSS00,q87jrCR_GqQJ
1413,10467,conf/sigmod/GangulyGMS96,7JRwRy6VapMJ
665,34925,conf/sigmod/CarinoKKB01,ie-Xxj0U5bEJ
746,63372,conf/sigmod/PopaDST00,xb63RaGQYmYJ
1002,23176,conf/vldb/LiCHPALHAY01,yyUMt1X2WXcJ
343,53341,conf/sigmod/MaddenFHH03,Qy7wdgLsXP0J
1594,59682,conf/vldb/PapadiasMD98,xdAsc3yVWvYJ
1208,37015,conf/sigmod/MeccaAMMS98,nzG3d6r0BmcJ
2356,19846,journals/vldb/DiazJ97,RKAY1aZAeCoJ
914,29371,conf/sigmod/NgLHM99,JA55PRiwrMQJ
2210,56423,journals/vldb/BernsteinIR03,21Ac9JMDmJAJ
1956,36127,conf/vldb/BawaBA03,2ulcmlax--MJ
609,15903,conf/sigmod/ShahC01,1Qo0cHR9kGgJ
650,57783,conf/sigmod/BrunoCG01,MtPcOYWFAcoJ
798,13331,conf/sigmod/BarclaySG00,WjcUyOx7VwwJ
359,54574,conf/sigmod/LuoEHN02,url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601879%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
186,38616,conf/sigmod/WangJLY03,y5zNcYc9dqsJ
1570,19445,conf/vldb/AbiteboulAAACHHMMMMSTV99,zHCrzBCoweAJ
955,30661,conf/sigmod/LakshmananNHP99,Y0GdVVrbzfQJ
680,57783,conf/sigmod/JoshiA01,MtPcOYWFAcoJ
797,16489,journals/sigmod/WolfsonSDNR95,KO3FcQ57_rkJ
1881,14611,journals/sigmod/TatarinovIMHSDDKMM03,0dEQ9YTk3osJ
1914,14559,journals/sigmod/MukhopadhyayGS03,_JIVSD0UeWkJ
1368,17998,conf/vldb/ShanmugasundaramGTZDN99,uugDN9iyMB8J
2007,35661,conf/vldb/ChenJLP03,Pdhfb0V9jM8J
9,31722,conf/vldb/MoserKK95,MckAVNaCKNcJ
380,46187,journals/sigmod/DogacDATKCD98,fYMpjIpF8ckJ
2145,50120,conf/vldb/CarneyCCCLSSTZ02,R9kHnpIxNVcJ
19,27714,conf/vldb/SrikantA95,5Iv4iamnHDEJ
359,37204,conf/sigmod/LuoEHN02,EfczBs13YHIJ
1916,30820,conf/vldb/IoannidisLGP96,K62EwWeSRKUJ
1642,35913,conf/sigmod/WangCMSSZ94,W1IuO3EFDJ8J
1801,52939,conf/vldb/FlorescuKLP97,rgk1HYJbTNEJ
1640,28670,conf/vldb/GibbonsMP97,ahfoveFQC2sJ
1106,41568,conf/sigmod/CluetDSS98,63Y-t4R2RycJ
1368,28736,conf/vldb/ShanmugasundaramGTZDN99,w6I2bU61UDYJ
2524,28424,journals/sigmod/Aberer03a,url:http://portal.acm.org/citation.cfm%3Fid%3D640990.641003%26dl%3Dportal%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
507,40485,conf/sigmod/YangWYH02,4bvjebYsdRkJ
245,40485,conf/sigmod/Al-KhalifaYJ03,4bvjebYsdRkJ
2300,64179,journals/tods/ChaudhuriS99,U8CMJBaJyX8J
54,37507,conf/vldb/ReuterCGSW95,vRtdLNIjnQoJ
259,61294,conf/sigmod/AgrawalK03,nQvBo5KHITYJ
591,28290,conf/sigmod/LahiriG01,cnLcMboCmiMJ
1569,20509,conf/vldb/BaumannDFRW99,k3WA-AE7Sh4J
2495,59170,journals/sigmod/WinslettMY03,80SUBkbBuPAJ
1473,30600,conf/vldb/AbiteboulACEMM99,OYOTbj4m7JYJ
2020,37185,conf/vldb/ChenL03,wJjaZnzD6pAJ
630,20297,journals/sigmod/PhatakSSS96,BJBeZ446Yc0J
2146,32571,conf/vldb/ChanGR02,D3dRxANND0wJ
771,37683,journals/sigmod/SchlageterBHMSW95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202672%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
1194,38540,conf/vldb/OoiYTJ01,boJKiPCpIxkJ
1485,62101,conf/sigmod/ParkCY95,DoBdPSgKQnMJ
183,40896,conf/sigmod/DasGR03,W76M3geDLV4J
2100,31637,conf/vldb/LiuJ02,cVVo6IeUE9MJ
1903,4705,conf/vldb/SteinbrunnPMK95,5CZ1gTCb5Z4J
354,50577,conf/sigmod/HeC03,jx2JENQYW-AJ
2307,38531,journals/vldb/PacittiS00,9ReaNbX2I-IJ
218,38638,conf/vldb/GaasterlandL94,cVgF0jn9q6MJ
2035,18595,conf/vldb/LuoNEW03,_dOpWA3QWOEJ
1147,53596,conf/vldb/YagoubFIV00,UkIG8p5eCSsJ
402,57414,conf/sigmod/ChandrasekaranCDFHHKMRS03,NXakCefUcdUJ
1298,15858,conf/sigmod/OzdenRSS96,PAwpwv-OCVYJ
1515,45886,conf/vldb/WeberSB98,ZLYsIub53eoJ
2029,58939,conf/vldb/JiangWL03,url:http://ieeexplore.ieee.org/xpl/abs_free.jsp%3FarNumber%3D1316835
796,1876,conf/sigmod/ChenJDTW00,lzbvXZxLKJIJ
1334,9099,conf/sigmod/BressanGFJHKLMPQSS97,_1drQdYrtmsJ
1235,59078,conf/vldb/CasatiS00,7H9j9z0x_3UJ
1053,9611,conf/vldb/Shmueli01,rEwEqoAns-gJ
2045,33054,conf/vldb/XinHLW03,5KdceadGf8cJ
156,19451,conf/vldb/ChakravarthyKAK94,4WBbjFIZ7-sJ
142,51044,conf/vldb/GehaniJR94,VYdcmxumxl8J
1695,60756,conf/sigmod/BarbaraI94,UI4WYndJlyIJ
955,64164,conf/sigmod/LakshmananNHP99,W8O7pgTYGTYJ
2003,52241,conf/vldb/ChenDZ03,P9anHItoRjkJ
1808,15556,conf/vldb/ShaferA97,zuIhKVPjN_IJ
1320,35215,conf/vldb/ChoG00,8Yt1Mba9-wQJ
897,13420,conf/sigmod/BlohsfeldKS99,Dy5Eeh8JzmgJ
2065,18595,conf/vldb/LeeWMS02,_dOpWA3QWOEJ
452,25047,conf/sigmod/RaoZML02,nTK1ViJDYOcJ
284,28654,conf/sigmod/CranorJSS03,gya0M9b1KrgJ
2377,14925,journals/vldb/GrefenVA01,url:http://portal.acm.org/citation.cfm%3Fid%3D645927
144,34501,journals/sigmod/BunemanFSW01,E_CQlx3K0W4J
1363,37921,conf/sigmod/ZhangRL96,hk9P76dJfcAJ
960,30334,journals/sigmod/YeungHL94,url:http://portal.acm.org/citation.cfm%3Fid%3D202660.202665%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
1649,41698,conf/sigmod/BilirisDGJR94,3Lzo6p8X-n4J
1485,11496,conf/sigmod/ParkCY95,QKnrc4krsAUJ
1980,49382,conf/vldb/NathDKGKS03,Thoke4oYLt4J
580,34250,conf/sigmod/YanMHF01,A-o-7IMlHJUJ
660,19492,conf/sigmod/BohannonMR01,zQCRmiH6jo4J
911,23275,conf/sigmod/RundensteinerKZWLLN99,7FXPa8AvxwkJ
1580,30981,conf/sigmod/Shyy95,n8EWz5rQancJ
1198,20299,conf/vldb/LabrinidisR01,3Ozte0ucNJAJ
658,16413,conf/sigmod/ChenGK01,KIp3KSU4whsJ
2389,45645,journals/vldb/JagadishACLNPPSWWY02,p5n3KKoHgMgJ
1553,32541,conf/sigmod/ZhugeGHW95,ylzKvQxmX7cJ
2495,47761,journals/sigmod/WinslettMY03,8b1aGpNW7KcJ
385,60577,conf/sigmod/KornMZ03,mClzTQppJE4J
331,25817,journals/sigmod/YuenCLL00,tggamfcIUMUJ
2229,51025,journals/tods/YanG94,tMXkkRDxvkQJ
548,4352,journals/sigmod/GriffinK98,9rnT6AgafkoJ
656,12553,conf/sigmod/YuMWL01,7IedMcqVmcEJ
2286,45143,journals/tods/KonopnickiS98,cA1Zsnlz-tIJ
1345,48992,conf/sigmod/GuptaHR97,TqIkjMzHWB0J
720,59520,conf/sigmod/NguyenACP01,AxpQwgyRyLgJ
2011,8694,conf/vldb/TengCY03,BGcx_nZKM4wJ
2351,56091,journals/vldb/OoiTCH98,T8BPorXB1VsJ
1568,16984,conf/sigmod/BunemanM95,rNVPCLfguuMJ
2445,52720,journals/vldb/StonebrakerALPSSSY96,xomFMCDegw8J
700,14730,conf/sigmod/Amer-YahiaCLS01,f6JFkfhawW8J
565,34507,conf/sigmod/JagadishJOT01,iAYjhuQV_qMJ
1281,23343,conf/vldb/LabioYCGW00,VS8fd4blPq4J
503,42674,conf/sigmod/PolyzotisG02,krAZ7iDMEOQJ
336,18590,conf/sigmod/GuptaS03,darWCYZjZHcJ
1686,56990,conf/vldb/ShuklaDN98,Wg8o4cj8Cq4J
160,11948,conf/vldb/DeWittKLPY94,nmTGteLy8NAJ
1319,4737,conf/sigmod/FernandezFKLS97,De_3PkxkhzIJ
1456,38219,conf/sigmod/CookKWZ96,5MTgNlhnyTgJ
1342,3408,conf/sigmod/ShivakumarG97,lWVWAhlsyYYJ
1817,31028,conf/vldb/BohannonLRSSS97,thTt2lg4_Z8J
1392,27846,conf/sigmod/HullZ96,v3IA8Go4UjIJ
1576,29653,conf/vldb/GibsonKR98,WCtKsJqGvdsJ
805,15254,journals/sigmod/DrewHKKLLLSW95,Z-s1xQtG89cJ
1038,63720,conf/vldb/AksoyZF01,7SzQ9vxHlsEJ
556,30765,conf/sigmod/ChaudhuriDN01,mnUzHNE5eF0J
1815,35304,conf/vldb/NgC97,IWBRB5LsUkQJ
22,40657,conf/vldb/FlodinR95,b5vbAhJ4xxMJ
2399,47598,journals/vldb/LiCHH01,FGUWk45ZT6YJ
959,41735,conf/sigmod/JagadishLMSV99,HIsBB-kUYZIJ
2262,21471,journals/tods/JajodiaSSS01,oH5XZWjwC6AJ
1558,21126,conf/vldb/FlorescuLSY99,HwBwuLKlAiEJ
1070,44949,conf/vldb/BohmMSW01,yaxHGICsvTMJ
2393,30033,journals/vldb/LeeSC01,tJ7X_PIS3Z8J
1682,32681,conf/sigmod/DarR94,zm3D83ZiU4UJ
375,49039,journals/sigmod/ReichB98,j1pECkYIh74J
377,5543,conf/sigmod/BunemanKTT02,qKK_9Yp_4E4J
683,46940,conf/sigmod/NgWY01,XTchuhXdDTcJ
1471,42260,conf/sigmod/DohertyHR96,url:http://portal.acm.org/citation.cfm%3Fid%3D242786
1154,40109,conf/sigmod/ChenWZ98,6j5_vopt6hAJ
2255,39898,journals/tods/LiC01,Nn0x6RmkrVwJ
1752,3814,conf/vldb/BohlenSS96,2kiNfwTpqp4J
2399,1181,journals/vldb/LiCHH01,TLpKPgfMMcgJ
1390,44523,conf/sigmod/HanFWCZK96,EWdjCIv1enwJ
1306,23884,conf/vldb/DiaoLCT00,VKXz-5IHZP8J
1333,7802,conf/sigmod/LiCHH97,XyKObo7CL_0J
1561,16297,conf/vldb/MengLYWCR98,M1tbbe85XDEJ
2094,23176,conf/vldb/LamKR02,yyUMt1X2WXcJ
1148,52345,conf/vldb/WuFSP00,z2EsEsrBfsYJ
1474,23468,conf/sigmod/PatelD96,Y1Z4i3_4l00J
2037,58105,conf/vldb/MadhavanH03,url:http://www.springerlink.com/index/6UEYKJ4UQTK18H6D.pdf
525,2381,conf/sigmod/LuoKMPWLN02,soARtk36AVIJ
1135,15142,conf/sigmod/KornackerSH98,16L0fIMUdakJ
544,38086,journals/sigmod/KeetonPH98,UTe8b9IiclUJ
55,3398,conf/vldb/GoyalHSS95,2w2qkhr3k3kJ
1011,51293,conf/sigmod/DeutschFS99,x-Xcm921UTMJ
1271,54630,conf/vldb/HelalL00,2Ya3pvgeYtQJ
887,50503,journals/tods/CaldersNW02,npCKXD_vLM8J
2011,19916,conf/vldb/TengCY03,Ng3YlzjzLvIJ
1191,26004,conf/sigmod/BerchtoldBBKK97,oKxmbGqneFwJ
835,9373,conf/sigmod/AgrawalS00,vT6v9qSkI2UJ
1186,24879,conf/vldb/YagoubFIV00a,hNOti13KB_8J
1694,52639,conf/vldb/SilversteinBMU98,DnuTLLUbjWIJ
906,2608,journals/tods/BeneventanoBS03,Q6jRYrIlTM4J
60,62186,conf/vldb/WuYCT95,RZrmirkdI7cJ
107,45036,conf/vldb/SistlaYLL95,VPwP1w9wvhEJ
360,43230,conf/sigmod/HacigumusILM02,Mz6n_cyBqhYJ
249,56231,conf/sigmod/SionAP03,xP95-nFfu8AJ
1653,49605,conf/sigmod/HuangSW94,xSi1P_WJSp8J
2157,843,conf/vldb/ZhuS02,6VAQeD6muakJ
1610,40109,conf/vldb/YangKL97,6j5_vopt6hAJ
2201,10749,journals/tods/LiuM96,xeceK06Z5DIJ
1345,55087,conf/sigmod/GuptaHR97,-ha8fD8Kj_oJ
394,49415,conf/sigmod/PaparizosACJLNPSWWY03,YtMVuLN2XaYJ
866,23561,conf/sigmod/PeiMHZ00,VQaTg3LSUaUJ
426,6293,journals/sigmod/FowlerPNB99,Bfc6xgdLvusJ
518,28513,conf/sigmod/PossSKL02,v8INcw15JWcJ
2229,9764,journals/tods/YanG94,8j5i7YJQnNAJ
738,24315,journals/sigmod/YanG95,7mNCkZ7D-R8J
530,52659,journals/sigmod/McHughAGQW97,uzqVcPOKd6sJ
1299,9076,conf/vldb/KoudasIM00,lCv9qOjuhmIJ
1390,15610,conf/sigmod/HanFWCZK96,yzL3Kfsz8scJ
411,52213,conf/sigmod/OoiTZGLLLNSWZ03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1065215%26type%3Dpdf
398,53671,conf/sigmod/ZhouWGGZWXYF03,BjSNaShBCsQJ
5,29833,conf/vldb/FerrandinaMZFM95,Fy7f5hCwI8sJ
656,7694,conf/sigmod/YuMWL01,PsPGEygMgmcJ
1040,33698,conf/vldb/ChungCLL01,kxIpDxLD46gJ
763,28694,conf/sigmod/HanPY00,qbxHq9qXVrUJ
1379,59959,conf/sigmod/HungYK96,vhteA7S86YEJ
69,30757,conf/vldb/WienerN94,d3qpRd7Sp_IJ
2059,843,conf/vldb/KornMS02,6VAQeD6muakJ
1484,7516,conf/vldb/VenkataramanZ98,2XRfNjwuDrsJ
2321,17058,journals/vldb/BraumandlCKK00,ywe7qzk4E5MJ
1285,11248,conf/sigmod/AgrawalASY97,IIHp5D53ipAJ
636,59097,conf/sigmod/BabuGR01,7BITau8qhpEJ
1945,62033,conf/vldb/YuAA03,url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://pep/jae/2004/00000218/00000001/art00010%26unc%3D
1076,63341,conf/vldb/ChaHKK01,PfEOt_9SzvoJ
2431,35131,journals/vldb/MylopoulosCPST96,S5QZuOo4AF8J
295,50698,conf/sigmod/LiBKN03,KJhLzQw_-BkJ
155,16164,journals/sigmod/GunopulosK01,ASfROcKWFmgJ
976,5016,conf/vldb/DillKMRST01,dOY1djmoy04J
815,58281,conf/sigmod/GarofalakisGRSS00,LfS9Vr-FSZEJ
2334,57829,journals/vldb/HaasCLS97,mBC03oUT8yAJ
727,43158,journals/sigmod/KarlapalemLS95,1fCiqPGCaaAJ
1774,63090,conf/vldb/BerchtoldKK96,VHo2go6vjYsJ
153,23638,journals/sigmod/MeltonE01,6uelfg3RgEoJ
2248,63912,journals/tods/HsuSY01,cSH0yhDfziQJ
834,42466,journals/sigmod/LeeCL95,HCozmOQgoTEJ
1670,859,conf/sigmod/SwamiS94,XOU3T0LQFdcJ
702,54590,conf/sigmod/WuAA01,296Uruyb5XcJ
2499,39587,conf/vldb/CochranePM96,EpBlTCJ0_dUJ
2254,4293,journals/tods/BaralisW00,yWDXpb_76z0J
2279,56028,journals/tods/MehrotraRKS98,oNwE2Gl8Zm8J
2181,37965,journals/tods/GoldmanL94,VxMarpzwtzQJ
609,15179,conf/sigmod/ShahC01,BR9vRzpYqOEJ
1627,23793,conf/vldb/EicklerKK97,PCFJuVxYxtwJ
2254,5232,journals/tods/BaralisW00,EEr21wQUfS8J
1704,10427,conf/sigmod/GraySEBW94,bbWXEbBUueYJ
445,45515,conf/sigmod/WangTYGWP02,url:http://portal.acm.org/citation.cfm%3Fid%3D339390%26coll%3Dportal%26dl%3DACM
2248,48986,journals/tods/HsuSY01,jvLu_p30IAMJ
732,52927,conf/sigmod/AcharyaGP00,t8KDgCSg9RIJ
365,57829,journals/sigmod/BichlerSZ98,mBC03oUT8yAJ
1767,8497,conf/vldb/SeshadriLR96,vshQbbpnQiUJ
805,20194,journals/sigmod/DrewHKKLLLSW95,lNvW4tc-B2EJ
935,25902,journals/sigmod/BarclayBGS94,6uaAB7bg6C8J
2391,41343,journals/vldb/Amer-YahiaCLS02,P0eGT4SuI0gJ
2345,62101,journals/vldb/ChenHY97,DoBdPSgKQnMJ
2385,8317,journals/vldb/CuiW03,2APmJ-GQBbwJ
1341,23557,conf/sigmod/KatayamaS97,8_ZvLWzd8cEJ
2342,36728,journals/vldb/SinghalS97,w9hbBpRNLm0J
496,25451,journals/sigmod/Franklin97a,url:http://doi.wiley.com/10.1002/tl.7700
763,61258,conf/sigmod/HanPY00,KWGQtF9whIsJ
2329,50264,journals/vldb/SheikholeslamiCZ00,jwgxS6uiJoAJ
561,59811,conf/sigmod/ChenZCKR01,8yN8Mk6A9Z4J
2021,33115,conf/vldb/LimWV03,xNNBiNmxAqcJ
2096,7625,conf/vldb/AgrawalSX02,xC6K0eK288QJ
1326,63815,conf/sigmod/ChaudhuriD97,4zZ7Lxt4PPIJ
2188,23429,journals/tods/IoannidisR95,JAMaus2HrE0J
559,8245,journals/sigmod/EisenbergM98,-RAYAJbKLNUJ
2117,53764,conf/vldb/ShashaB02,Cd6A4nsDnkQJ
2345,34932,journals/vldb/ChenHY97,url:http://portal.acm.org/citation.cfm%3Fid%3D264335
2451,4591,journals/vldb/CliftonGB95,0NK87fQBfPUJ
2488,19934,journals/sigmod/WenLMZ03,KprRajbg66cJ
474,38874,conf/sigmod/GaoW02,18LZOGy5EAAJ
515,49263,journals/sigmod/FernandezFLS97,-Zb4WBd1aNUJ
1498,25611,conf/vldb/JohnsonM98,X7_1LOSGIEYJ
792,41435,conf/sigmod/LeeKOTM00,RFEE_MNM8IUJ
1074,44531,conf/vldb/LuoN01,TRWSf77xoWsJ
184,12505,journals/sigmod/BarbaraCJW01,Ao7Ttf_XPyAJ
1767,38833,conf/vldb/SeshadriLR96,Koo3549nY2kJ
452,11007,conf/sigmod/RaoZML02,k8EsgEuKhQ0J
2110,5429,conf/vldb/MadhavanBR01,-AsVP3NqvlAJ
1666,3503,conf/vldb/SellisRF97,lx0csm6_FdgJ
86,5931,conf/vldb/JohnsonS94,1TMemq4kM3YJ
2270,31725,journals/tods/FranklinCL97,AypWukSuKVoJ
172,28336,conf/vldb/BernsteinD94,oQpHvr4wNrwJ
919,50228,journals/sigmod/Chen94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187460%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
452,30605,conf/sigmod/RaoZML02,9aWZcG_pyXUJ
1793,10633,conf/sigmod/AgrawalCFGHIIMMSS94,QZwZ8GSsqToJ
212,34336,conf/vldb/MatthesS94,vcbtVFq_XnUJ
186,33115,conf/sigmod/WangJLY03,xNNBiNmxAqcJ
411,35677,conf/sigmod/OoiTZGLLLNSWZ03,qfw7Pu1wVcIJ
